name,stars_count,forks_count,watchers,pull_requests,primary_language,languages_used,commit_count,created_at,licence
pytudes,19969,2276,732,83,Jupyter Notebook,"['Jupyter Notebook', 'HTML', 'Python', 'Java']",824.0,2017-03-01T05:43:35Z,MIT License
parse-server,19966,4710,596,4062,JavaScript,"['JavaScript', 'HTML', 'Shell', 'Handlebars', 'Dockerfile']",4108.0,2016-01-28T18:29:14Z,Other
aseprite,19963,1856,412,440,C++,"['C++', 'Lua', 'CMake', 'Shell', 'C', 'Objective-C++']",8893.0,2014-08-19T23:44:50Z,
enzyme,19960,2100,269,807,JavaScript,"['JavaScript', 'Shell']",2009.0,2015-11-10T21:45:38Z,MIT License
go-micro,19950,2219,516,1555,Go,['Go'],3736.0,2015-01-13T23:30:18Z,Apache License 2.0
FileSaver.js,19947,4402,364,162,JavaScript,['JavaScript'],332.0,2011-07-15T03:27:54Z,Other
stackedit,19945,2656,512,129,JavaScript,"['JavaScript', 'Vue', 'HTML', 'SCSS', 'Mustache', 'Shell', 'Dockerfile']",313.0,2013-03-24T13:46:06Z,Apache License 2.0
postgrest,19931,915,348,1018,Haskell,"['Haskell', 'PLpgSQL', 'Nix', 'Python', 'Shell', 'Dockerfile', 'Dhall']",2367.0,2014-06-13T00:23:00Z,MIT License
osquery,19907,2394,687,4770,C++,"['C++', 'C', 'CMake', 'Python', 'Objective-C++', 'PowerShell', 'Shell', 'Assembly', 'Roff', 'Thrift']",6265.0,2014-07-29T20:27:33Z,Other
macOS-Security-and-Privacy-Guide,19875,1416,757,160,Python,['Python'],584.0,2015-08-31T03:36:35Z,MIT License
penpot,19871,908,178,1699,Clojure,"['Clojure', 'SCSS', 'JavaScript', 'HTML', 'Shell', 'Dockerfile', 'PLpgSQL', 'CSS', 'Java', 'Mustache']",9237.0,2015-12-29T22:09:07Z,Mozilla Public License 2.0
delve,19871,1999,382,1722,Go,"['Go', 'C', 'Kotlin', 'Shell', 'PowerShell', 'Assembly', 'Starlark', 'Makefile', 'Python']",2373.0,2014-05-20T19:24:43Z,MIT License
API-Security-Checklist,19870,2377,525,130,,,321.0,2017-07-08T20:01:38Z,MIT License
ruby,19867,5230,1135,7127,Ruby,"['Ruby', 'C', 'C++', 'Yacc', 'Makefile', 'Rust', 'M4', 'Roff', 'Python', 'GDB']",75840.0,2010-02-27T15:55:23Z,Other
en.javascript.info,19866,3455,334,2542,HTML,"['HTML', 'JavaScript', 'CSS', 'PHP']",6413.0,2017-06-03T14:27:57Z,Other
nanoid,19838,726,155,198,JavaScript,"['JavaScript', 'HTML']",945.0,2017-08-05T05:24:35Z,MIT License
logseq,19825,1193,174,2316,Clojure,"['Clojure', 'TypeScript', 'JavaScript', 'CSS', 'HTML', 'Java', 'Swift', 'Shell', 'Ruby', 'Dockerfile']",10687.0,2020-05-23T00:06:06Z,GNU Affero General Public License v3.0
vnpy,19796,7649,1352,1413,Python,"['Python', 'Shell', 'Batchfile']",6517.0,2015-03-02T03:36:58Z,MIT License
jellyfin,19794,1858,288,3880,C#,"['C#', 'Shell', 'HTML', 'Dockerfile', 'Makefile', 'CSS']",23668.0,2018-12-09T06:36:45Z,GNU General Public License v2.0
ink,19780,528,105,241,TypeScript,"['TypeScript', 'JavaScript']",512.0,2017-06-12T06:12:28Z,MIT License
pop,19763,2916,1072,146,Objective-C++,"['Objective-C++', 'Objective-C', 'C++', 'Ruby', 'C']",310.0,2014-03-30T22:29:12Z,Other
RxAndroid,19762,3012,1014,237,Java,['Java'],541.0,2014-08-19T03:46:38Z,Apache License 2.0
trpc,19760,643,72,2609,TypeScript,"['TypeScript', 'JavaScript', 'CSS']",2772.0,2020-07-18T01:17:11Z,MIT License
flatbuffers,19738,2999,647,2236,C++,"['C++', 'Rust', 'Python', 'Swift', 'TypeScript', 'Java', 'C#', 'JavaScript', 'Dart', 'Kotlin']",2858.0,2014-05-19T18:33:01Z,Apache License 2.0
kratos,19718,3712,440,1655,Go,"['Go', 'Shell', 'Makefile']",1674.0,2019-01-10T10:42:31Z,MIT License
homebrew-cask,19717,10082,309,133434,Ruby,"['Ruby', 'Shell', 'Python']",165354.0,2012-03-05T02:05:17Z,"BSD 2-Clause ""Simplified"" License"
snowpack,19714,976,150,1495,JavaScript,"['JavaScript', 'TypeScript', 'Astro', 'SCSS', 'HTML', 'CSS', 'Vue', 'Svelte', 'AppleScript', 'Nunjucks']",3441.0,2019-02-26T15:45:38Z,MIT License
modern-cpp-tutorial,19710,2643,615,134,C++,"['C++', 'Stylus', 'EJS', 'TeX', 'Makefile', 'JavaScript', 'Python', 'Dockerfile', 'C', 'HTML']",276.0,2016-08-19T14:39:15Z,MIT License
xi-editor,19707,711,418,796,Rust,"['Rust', 'Python', 'C++', 'Makefile', 'Shell']",2107.0,2016-04-26T23:03:23Z,Apache License 2.0
jumpserver,19690,4782,643,4681,Python,"['Python', 'CSS', 'Less', 'Shell', 'Dockerfile', 'Modelica']",8442.0,2014-07-04T03:54:59Z,GNU General Public License v3.0
profile-summary-for-github,19689,499,108,40,Vue,"['Vue', 'Kotlin', 'HTML', 'Dockerfile', 'Procfile']",230.0,2017-12-10T13:29:15Z,Apache License 2.0
chalk,19657,811,142,171,JavaScript,"['JavaScript', 'TypeScript']",347.0,2013-08-03T00:20:12Z,MIT License
chinese-programmer-wrong-pronunciation,19648,1487,401,170,JavaScript,"['JavaScript', 'Python', 'CSS', 'HTML', 'Shell']",442.0,2017-02-15T09:02:40Z,
cli,19643,1660,298,890,Go,"['Go', 'Makefile', 'Shell', 'PowerShell']",2798.0,2013-07-13T19:32:06Z,MIT License
joi,19636,1528,180,642,JavaScript,"['JavaScript', 'TypeScript']",2368.0,2012-09-16T16:38:06Z,Other
ClashForAndroid,19632,2294,374,66,Kotlin,"['Kotlin', 'Go', 'C', 'CMake', 'Java']",216.0,2019-11-15T00:13:59Z,GNU General Public License v3.0
js-stack-from-scratch,19624,2022,593,105,JavaScript,['JavaScript'],569.0,2016-10-02T13:31:23Z,MIT License
RxJS,19590,2205,559,637,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'Shell', 'CSS']",2357.0,2012-01-07T00:31:41Z,Other
recharts,19590,1495,179,610,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Shell']",2020.0,2015-08-07T06:50:27Z,MIT License
wiki,19574,2206,293,573,Vue,"['Vue', 'JavaScript', 'SCSS', 'HTML', 'Shell', 'Pug', 'Go', 'CSS', 'Mustache', 'Dockerfile']",2055.0,2016-08-16T19:35:26Z,GNU Affero General Public License v3.0
Rocket,19566,1375,268,695,Rust,"['Rust', 'Shell', 'Handlebars', 'HTML']",2141.0,2016-03-18T02:50:18Z,Other
examples,19561,9032,398,530,Python,"['Python', 'C++', 'Shell', 'CMake']",695.0,2016-08-24T03:12:48Z,"BSD 3-Clause ""New"" or ""Revised"" License"
blueprint,19554,2084,447,2916,TypeScript,"['TypeScript', 'SCSS', 'JavaScript', 'Shell', 'HTML', 'Handlebars']",2744.0,2016-10-25T21:17:50Z,Apache License 2.0
SpaceVim,19509,1486,310,2449,Lua,"['Lua', 'Vim Script', 'Shell', 'PowerShell', 'Makefile', 'Dockerfile', 'Batchfile']",6099.0,2016-12-26T04:40:55Z,GNU General Public License v3.0
awesome-falsehood,19501,486,371,102,,,472.0,2016-09-08T09:13:47Z,Creative Commons Zero v1.0 Universal
directus,19496,2316,293,5697,TypeScript,"['TypeScript', 'Vue', 'SCSS', 'JavaScript', 'Liquid', 'CSS', 'Dockerfile', 'HTML', 'Makefile']",9804.0,2012-12-12T01:35:36Z,GNU General Public License v3.0
zig,19492,1472,262,6517,Zig,"['Zig', 'C++', 'C', 'JavaScript', 'CMake', 'HTML', 'Python', 'Shell', 'PowerShell', 'Objective-C']",22305.0,2015-08-06T00:51:28Z,MIT License
material-dialogs,19492,3163,561,277,Kotlin,['Kotlin'],2020.0,2014-11-03T03:21:42Z,Apache License 2.0
trilium,19484,1270,232,229,JavaScript,"['JavaScript', 'CSS', 'EJS', 'Shell', 'HTML', 'Batchfile', 'Dockerfile']",6089.0,2017-05-23T00:30:20Z,GNU Affero General Public License v3.0
100-Days-Of-ML-Code,19480,5322,1102,56,Jupyter Notebook,"['Jupyter Notebook', 'Python']",323.0,2018-08-05T13:32:48Z,MIT License
Paddle,19442,4866,735,33910,C++,"['C++', 'Python', 'Cuda', 'CMake', 'Shell', 'C', 'Batchfile', 'Go', 'MLIR', 'Jinja']",39621.0,2016-08-15T06:59:08Z,Apache License 2.0
Public-APIs,19423,1669,374,485,,,701.0,2016-01-13T18:53:25Z,
vimium,19388,2343,291,1029,JavaScript,"['JavaScript', 'HTML', 'CSS', 'TypeScript']",4501.0,2009-09-20T07:08:19Z,MIT License
yup,19383,822,66,466,TypeScript,"['TypeScript', 'JavaScript']",730.0,2014-09-22T23:54:22Z,MIT License
upterm,19370,652,398,566,TypeScript,"['TypeScript', 'HTML', 'Dockerfile']",2998.0,2015-03-22T07:00:24Z,MIT License
redoc,19362,2107,284,627,TypeScript,"['TypeScript', 'JavaScript', 'Shell', 'Dockerfile', 'HTML', 'Handlebars']",2512.0,2015-10-30T12:53:02Z,MIT License
zstd,19352,1838,399,2284,C,"['C', 'C++', 'Shell', 'Python', 'Makefile', 'CMake', 'Roff', 'Meson', 'Assembly', 'Starlark']",9965.0,2015-01-24T00:22:38Z,Other
k9s,19344,1226,140,574,Go,"['Go', 'Makefile', 'Shell', 'Dockerfile']",1366.0,2019-01-25T18:46:02Z,Apache License 2.0
architecture.of.internet-product,19342,4538,1294,4,HTML,['HTML'],22.0,2018-04-30T10:25:31Z,
system-design-interview,19335,4760,965,44,,,87.0,2014-05-18T02:40:53Z,
my-mac-os,19330,856,476,37,,,376.0,2016-03-04T12:26:34Z,
nightmare,19328,1161,354,407,JavaScript,"['JavaScript', 'Shell', 'Makefile', 'CSS']",993.0,2014-04-05T22:19:51Z,
ws,19320,2276,385,675,JavaScript,['JavaScript'],1838.0,2011-11-09T22:32:45Z,MIT License
PicGo,19318,1980,173,35,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'AppleScript', 'PowerShell', 'Shell', 'HTML', 'NSIS']",487.0,2017-12-12T08:39:44Z,MIT License
graphql-js,19313,2065,402,2710,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'Shell']",3314.0,2015-06-30T12:16:50Z,MIT License
solidity,19274,4623,696,8080,C++,"['C++', 'Solidity', 'Yul', 'Python', 'Shell', 'CMake', 'C', 'Dockerfile', 'JavaScript', 'PowerShell']",23095.0,2015-08-17T12:27:26Z,GNU General Public License v3.0
popmotion,19266,690,231,367,JavaScript,"['JavaScript', 'TypeScript', 'HTML']",3010.0,2014-08-17T16:23:07Z,
NES.css,19262,1599,196,316,SCSS,"['SCSS', 'JavaScript', 'HTML']",827.0,2018-09-24T01:49:11Z,MIT License
fyne,19260,1070,242,1461,Go,"['Go', 'C', 'JavaScript', 'Objective-C', 'Java', 'HTML', 'GLSL', 'Makefile', 'Assembly', 'CSS']",7629.0,2018-02-04T22:07:16Z,Other
Proton,19255,858,381,177,C++,"['C++', 'C', 'C#', 'Python', 'Rust', 'Roff', 'Makefile', 'Shell', 'Ruby']",1389.0,2018-03-13T18:45:27Z,Other
DoKit,19245,2961,402,442,Java,"['Java', 'Objective-C', 'Kotlin', 'Dart', 'Vue', 'JavaScript', 'Swift', 'HTML', 'C', 'Objective-C++']",2306.0,2018-08-14T10:32:07Z,Apache License 2.0
harbor,19219,4252,538,7923,Go,"['Go', 'TypeScript', 'HTML', 'Python', 'RobotFramework', 'Jinja', 'SCSS', 'Shell', 'Makefile', 'Dockerfile']",11521.0,2016-01-28T21:10:28Z,Apache License 2.0
Babylon.js,19201,3007,544,10632,TypeScript,"['TypeScript', 'JavaScript', 'HLSL', 'SCSS', 'Roff', 'HTML', 'Batchfile']",39031.0,2013-06-27T20:40:42Z,Apache License 2.0
restic,19191,1251,240,1886,Go,"['Go', 'Dockerfile', 'Shell', 'Makefile']",6662.0,2014-04-27T14:07:58Z,"BSD 2-Clause ""Simplified"" License"
skill-map,19178,4336,1678,65,HTML,"['HTML', 'CSS', 'JavaScript']",397.0,2015-11-17T11:17:38Z,
eladmin,19177,6931,546,156,Java,"['Java', 'PLpgSQL', 'FreeMarker']",507.0,2018-12-14T08:54:24Z,Apache License 2.0
ScreenToGif,19172,1935,343,267,C#,"['C#', 'CSS']",1184.0,2016-08-02T01:28:59Z,Microsoft Public License
k6,19167,1008,311,1391,Go,"['Go', 'Python', 'Shell', 'JavaScript', 'Dockerfile', 'Makefile']",4952.0,2016-03-21T15:30:24Z,GNU Affero General Public License v3.0
jitsi-meet,19142,6002,509,7225,TypeScript,"['TypeScript', 'JavaScript', 'Lua', 'Java', 'Objective-C', 'SCSS', 'Swift', 'Shell', 'HTML', 'Ruby']",11009.0,2013-12-16T12:51:09Z,Apache License 2.0
SwitchHosts,19128,2158,387,83,TypeScript,"['TypeScript', 'Less', 'JavaScript', 'Shell']",1294.0,2011-09-02T09:38:09Z,Apache License 2.0
PHPMailer,19100,9528,889,684,PHP,"['PHP', 'Shell']",2261.0,2011-08-23T07:57:17Z,GNU Lesser General Public License v2.1
SnapKit,19093,1922,387,206,Swift,"['Swift', 'Ruby']",530.0,2014-06-05T21:13:40Z,MIT License
Tasmota,19092,4262,648,5154,C,"['C', 'C++', 'HTML', 'Berry', 'Python', 'Makefile', 'Processing', 'Shell', 'CMake', 'CSS']",17345.0,2017-01-28T13:37:08Z,GNU General Public License v3.0
SpinKit,19067,1848,449,94,CSS,"['CSS', 'HTML']",262.0,2013-12-12T23:29:41Z,MIT License
pytorch-CycleGAN-and-pix2pix,19059,5642,346,143,Python,"['Python', 'Jupyter Notebook', 'Shell', 'MATLAB', 'TeX']",523.0,2017-04-18T10:33:05Z,Other
learn-go-with-tests,19054,2515,316,445,Go,"['Go', 'HTML', 'Shell', 'TeX']",1261.0,2018-03-02T11:41:14Z,MIT License
labelImg,19037,5728,380,239,Python,"['Python', 'Shell', 'Makefile']",449.0,2015-09-17T01:33:59Z,MIT License
eng-practices,19024,1851,661,35,,,70.0,2019-09-04T20:47:01Z,Other
phoenix,19007,2579,582,2913,Elixir,"['Elixir', 'JavaScript', 'HTML', 'Euphoria', 'Earthly', 'CSS', 'Shell']",7589.0,2014-01-20T14:14:11Z,MIT License
SwitchyOmega,18975,2976,833,36,CoffeeScript,"['CoffeeScript', 'Pug', 'JavaScript', 'Less', 'CSS', 'HTML']",619.0,2012-06-08T15:32:30Z,GNU General Public License v3.0
vscodium,18956,797,187,395,Shell,"['Shell', 'XSLT', 'JavaScript', 'PowerShell']",868.0,2018-08-13T14:26:58Z,MIT License
fasthttp,18955,1584,396,549,Go,['Go'],1531.0,2015-10-18T22:19:57Z,MIT License
tokio,18954,1760,300,3111,Rust,"['Rust', 'Shell']",3239.0,2016-09-09T22:31:36Z,MIT License
lowdb,18949,875,237,138,JavaScript,"['JavaScript', 'Shell']",503.0,2014-04-02T02:16:06Z,MIT License
OpenBBTerminal,18924,1978,237,2463,Python,['Python'],3933.0,2020-12-20T10:46:38Z,MIT License
faiss,18923,2778,448,629,C++,"['C++', 'Python', 'Cuda', 'C', 'CMake', 'Shell', 'Roff', 'Batchfile', 'Dockerfile']",726.0,2017-02-07T16:07:05Z,MIT License
responsively-app,18922,824,139,324,JavaScript,"['JavaScript', 'TypeScript', 'PowerShell', 'Shell', 'EJS']",1477.0,2019-08-10T02:48:18Z,GNU Affero General Public License v3.0
awesome-cto,18920,1025,594,18,,,179.0,2016-12-16T19:22:18Z,Creative Commons Zero v1.0 Universal
vue-router,18920,5169,527,951,JavaScript,"['JavaScript', 'TypeScript', 'Shell']",1445.0,2013-12-11T19:37:46Z,MIT License
turbo,18906,1133,113,1998,Rust,"['Rust', 'Go', 'TypeScript', 'JavaScript', 'Perl', 'Makefile', 'Shell', 'CSS', 'Dockerfile', 'Handlebars']",3556.0,2021-10-05T17:37:11Z,Mozilla Public License 2.0
hyperapp,18905,837,310,493,JavaScript,['JavaScript'],1390.0,2017-01-20T05:20:21Z,MIT License
shields,18902,5233,123,6400,JavaScript,"['JavaScript', 'TypeScript', 'Dockerfile', 'HTML', 'Procfile']",6380.0,2013-01-30T07:41:54Z,Creative Commons Zero v1.0 Universal
NativeBase,18902,2330,275,2217,TypeScript,"['TypeScript', 'JavaScript', 'Java', 'Objective-C', 'CSS', 'Shell', 'Ruby', 'Starlark']",6270.0,2016-04-15T11:37:23Z,MIT License
RevokeMsgPatcher,18862,2495,235,9,C#,['C#'],230.0,2019-07-21T15:12:52Z,GNU General Public License v3.0
dgraph,18856,1436,374,6121,Go,"['Go', 'Shell', 'HCL', 'TeX', 'Makefile', 'JavaScript', 'Ruby', 'Dockerfile', 'Smarty']",5824.0,2015-08-25T07:15:56Z,Other
phpunit,18851,2121,326,1801,PHP,"['PHP', 'Smarty']",17532.0,2009-12-24T13:16:23Z,"BSD 3-Clause ""New"" or ""Revised"" License"
reselect,18830,694,166,207,TypeScript,"['TypeScript', 'JavaScript']",722.0,2015-07-01T11:06:45Z,MIT License
jstraining,18782,4779,1173,27,,,94.0,2016-10-27T12:00:26Z,
svgo,18779,1336,250,600,JavaScript,"['JavaScript', 'TypeScript']",1362.0,2012-08-22T10:41:43Z,MIT License
fastclick,18774,3313,500,207,HTML,"['HTML', 'JavaScript', 'Makefile']",408.0,2012-02-13T08:38:00Z,MIT License
Skeleton,18768,3155,502,212,CSS,['CSS'],167.0,2011-04-30T20:04:24Z,MIT License
typescript-book,18767,2363,306,418,TypeScript,"['TypeScript', 'HTML']",1619.0,2015-03-21T07:01:38Z,Other
expo,18766,3788,256,9970,TypeScript,"['TypeScript', 'Objective-C', 'Kotlin', 'Java', 'Swift', 'JavaScript', 'C++', 'C', 'Objective-C++', 'Ruby']",17207.0,2016-08-15T17:14:25Z,MIT License
termux-app,18766,2308,988,292,Java,"['Java', 'C++', 'C', 'Shell', 'Makefile', 'Assembly']",1420.0,2015-10-23T09:42:46Z,Other
p5.js,18756,2795,499,2486,JavaScript,"['JavaScript', 'HTML', 'GLSL', 'CSS']",10063.0,2013-02-26T03:14:47Z,GNU Lesser General Public License v2.1
cookiecutter,18753,1776,236,1027,Python,"['Python', 'Makefile', 'Jinja', 'Shell', 'Batchfile']",2962.0,2013-07-14T18:31:22Z,"BSD 3-Clause ""New"" or ""Revised"" License"
react-dnd,18727,1906,187,1901,TypeScript,"['TypeScript', 'JavaScript', 'CSS', 'HTML', 'Dockerfile', 'Shell']",2229.0,2014-10-19T13:29:28Z,MIT License
30-Days-Of-React,18722,4802,372,200,JavaScript,"['JavaScript', 'HTML', 'SCSS', 'CSS']",271.0,2020-09-29T13:38:54Z,
PlotNeuralNet,18717,2567,221,32,TeX,"['TeX', 'Python', 'Shell']",58.0,2018-07-24T16:51:34Z,MIT License
source-code-pro,18704,1630,614,61,CSS,['CSS'],29.0,2012-08-09T23:14:02Z,SIL Open Font License 1.1
pydata-book,18699,13881,1459,72,Jupyter Notebook,"['Jupyter Notebook', 'Python']",69.0,2012-06-30T18:39:12Z,Other
HarmonyOS,18698,3330,998,47,C,"['C', 'Shell', 'Assembly', 'Perl', 'Makefile', 'C++', 'HTML', 'CMake', 'M4', 'Pawn']",78.0,2019-08-09T11:24:00Z,
websocket,18697,3173,384,248,Go,['Go'],311.0,2013-10-16T16:41:46Z,"BSD 2-Clause ""Simplified"" License"
colly,18690,1531,327,232,Go,"['Go', 'HTML']",637.0,2017-09-29T14:08:49Z,Apache License 2.0
qBittorrent,18687,3166,391,3708,C++,"['C++', 'JavaScript', 'HTML', 'Python', 'M4', 'CSS', 'CMake', 'Shell', 'QMake', 'C']",12151.0,2012-02-04T09:37:46Z,Other
Mock,18682,2677,431,50,JavaScript,"['JavaScript', 'HTML']",230.0,2013-04-26T08:06:57Z,Other
testify,18676,1387,178,646,Go,"['Go', 'Shell']",808.0,2012-10-16T16:43:17Z,MIT License
rxdb,18663,925,225,3655,TypeScript,"['TypeScript', 'HTML', 'JavaScript', 'CSS', 'Dart', 'Shell']",8558.0,2016-12-02T19:34:42Z,Apache License 2.0
reinforcement-learning,18661,5835,868,91,Jupyter Notebook,"['Jupyter Notebook', 'Python']",262.0,2016-08-24T17:02:41Z,MIT License
v2rayNG,18659,3095,422,164,Kotlin,"['Kotlin', 'Java']",2.0,2019-05-15T02:15:31Z,GNU General Public License v3.0
wenyan,18659,1077,249,197,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'CSS', 'Makefile']",915.0,2019-12-08T20:21:32Z,MIT License
headlessui,18650,746,166,465,TypeScript,"['TypeScript', 'Vue', 'JavaScript', 'Shell', 'HTML']",517.0,2020-09-16T09:53:09Z,MIT License
Awesome-Linux-Software,18645,1882,522,539,Python,['Python'],1589.0,2016-08-06T13:16:29Z,
rocketmq,18620,10448,898,2916,Java,"['Java', 'Shell', 'Starlark', 'Batchfile', 'Python']",7748.0,2016-11-30T08:00:08Z,Apache License 2.0
monica,18590,1829,276,4630,PHP,"['PHP', 'Vue', 'Blade', 'Shell', 'Dockerfile', 'Makefile', 'Procfile']",3743.0,2017-02-17T00:02:58Z,GNU Affero General Public License v3.0
winget-cli,18578,1106,294,890,C++,"['C++', 'C', 'C#', 'PowerShell', 'Assembly', 'Ada', 'CMake', 'Pascal', 'HTML', 'Makefile']",790.0,2019-07-16T22:16:49Z,MIT License
skrollr,18576,3555,723,87,HTML,"['HTML', 'JavaScript', 'CSS']",606.0,2012-03-18T15:41:35Z,MIT License
core,18531,4760,1339,1742,PowerShell,"['PowerShell', 'Shell']",4017.0,2014-11-18T00:44:57Z,MIT License
awesome-spider,18524,4547,816,49,,,151.0,2016-09-30T02:33:03Z,MIT License
FizzBuzzEnterpriseEdition,18504,731,177,129,Java,['Java'],184.0,2012-11-24T00:14:41Z,
web-starter-kit,18469,3133,949,421,HTML,"['HTML', 'JavaScript', 'CSS']",720.0,2014-04-07T08:45:18Z,Apache License 2.0
GitHubDaily,18456,2120,969,9,,,87.0,2018-12-30T13:56:58Z,
picasso,18448,4025,860,783,Kotlin,"['Kotlin', 'HTML', 'CSS', 'Java', 'Shell']",1564.0,2013-05-14T15:07:47Z,Apache License 2.0
filebrowser,18438,2249,289,511,Go,"['Go', 'Vue', 'CSS', 'JavaScript', 'HTML', 'Makefile', 'Shell', 'Dockerfile']",2352.0,2015-09-11T21:21:58Z,Apache License 2.0
PhotoView,18420,3915,642,153,Java,['Java'],462.0,2012-07-17T16:39:00Z,Apache License 2.0
wekan,18417,2771,573,1236,JavaScript,"['JavaScript', 'HTML', 'Pug', 'CSS', 'Shell', 'Python', 'Batchfile', 'Dockerfile', 'Perl', ""Cap'n Proto""]",9767.0,2014-01-21T01:26:28Z,MIT License
element-plus,18410,7609,180,5429,Vue,"['Vue', 'TypeScript', 'JavaScript', 'Shell', 'HTML']",4413.0,2020-07-21T06:51:19Z,MIT License
apollo-client,18402,2525,300,5411,TypeScript,"['TypeScript', 'JavaScript']",11389.0,2016-02-26T20:25:00Z,MIT License
helix,18389,1224,139,2663,Rust,"['Rust', 'Scheme', 'JavaScript', 'CSS', 'Handlebars', 'Nix', 'Shell', 'Elvish']",4013.0,2020-06-01T04:26:56Z,Mozilla Public License 2.0
Vue.Draggable,18374,2819,234,146,JavaScript,"['JavaScript', 'Vue', 'HTML']",521.0,2016-06-28T02:50:19Z,MIT License
jsdom,18363,1577,270,1332,JavaScript,"['JavaScript', 'HTML', 'Roff', 'WebIDL', 'Python', 'CSS']",3580.0,2010-01-19T06:55:19Z,MIT License
shap,18361,2767,264,507,Jupyter Notebook,"['Jupyter Notebook', 'Python', 'C++', 'JavaScript', 'Cuda', 'PowerShell', 'Batchfile', 'HTML']",2277.0,2016-11-22T19:17:08Z,MIT License
egg,18311,1790,474,1194,JavaScript,"['JavaScript', 'TypeScript', 'Less', 'Shell']",1075.0,2016-06-18T06:53:23Z,MIT License
neural-style,18304,2773,645,51,Lua,"['Lua', 'Shell']",169.0,2015-09-01T04:55:14Z,MIT License
Recoil,18262,1053,215,993,JavaScript,"['JavaScript', 'TypeScript', 'HTML', 'CSS']",924.0,2020-05-04T19:44:15Z,MIT License
notepad-plus-plus,18232,3952,623,3281,C++,"['C++', 'HTML', 'C', 'Objective-C++', 'Python', 'Makefile', 'NSIS', 'PostScript', 'Batchfile', 'Objective-C']",5014.0,2015-03-28T00:05:08Z,Other
30-Days-Of-Python,18219,4134,619,219,Python,"['Python', 'CSS', 'HTML', 'Procfile']",390.0,2019-11-19T17:24:16Z,
Awesome-CV,18202,4270,210,187,TeX,"['TeX', 'Makefile']",242.0,2015-01-18T08:42:23Z,LaTeX Project Public License v1.3c
squoosh,18202,1256,236,761,TypeScript,"['TypeScript', 'JavaScript', 'C++', 'CSS', 'Rust', 'Makefile', 'HTML', 'EJS', 'Dockerfile', 'Shell']",1434.0,2018-03-07T22:42:03Z,Apache License 2.0
GSYVideoPlayer,18201,3988,427,55,Java,"['Java', 'Shell']",1462.0,2016-11-13T12:34:31Z,Apache License 2.0
CodeIgniter,18188,7728,1558,2913,PHP,"['PHP', 'HTML', 'Python', 'JavaScript', 'Makefile', 'CSS', 'Shell']",10336.0,2011-08-19T13:34:00Z,MIT License
kibana,18170,7561,842,97913,TypeScript,"['TypeScript', 'JavaScript', 'SCSS', 'Shell', 'CSS', 'Groovy', 'Starlark', 'EJS', 'ANTLR', 'Dockerfile']",59953.0,2013-01-26T04:00:59Z,Other
functional-programming-jargon,18169,1011,369,166,,,288.0,2015-02-22T16:04:42Z,MIT License
fingerprintjs,18169,2051,411,284,TypeScript,"['TypeScript', 'HTML']",729.0,2015-02-11T08:49:54Z,MIT License
cool-retro-term,18158,757,305,196,QML,"['QML', 'C++', 'JavaScript', 'Roff', 'QMake', 'Makefile']",787.0,2013-11-22T09:59:57Z,
crystal,18152,1384,411,6161,Crystal,"['Crystal', 'JavaScript', 'Shell', 'HTML', 'C++', 'CSS', 'PowerShell', 'Makefile', 'Nix', 'Python']",14340.0,2012-11-27T17:32:32Z,Apache License 2.0
.tmux,18149,3020,253,69,,,302.0,2012-08-23T13:26:29Z,MIT License
magenta,18137,3699,781,1125,Python,"['Python', 'Shell']",1419.0,2016-05-05T20:10:40Z,Apache License 2.0
outline,18119,1518,142,1720,TypeScript,"['TypeScript', 'JavaScript', 'HTML', 'Shell', 'Dockerfile', 'Makefile', 'Procfile']",4792.0,2016-05-22T21:31:47Z,Other
graal,18105,1461,471,2265,Java,"['Java', 'C', 'Python', 'WebAssembly', 'C++', 'JavaScript', 'Jsonnet', 'LLVM', 'CMake', 'TypeScript']",71266.0,2016-01-14T17:11:35Z,Other
maui,18101,1180,669,4426,C#,"['C#', 'PowerShell', 'Java', 'Shell', 'HTML', 'CSS', 'JavaScript', 'Batchfile', 'Makefile']",12242.0,2020-05-08T18:11:05Z,MIT License
mybatis-3,18097,12054,1177,1543,Java,"['Java', 'CSS', 'TSQL', 'PLpgSQL']",4430.0,2013-02-14T19:03:32Z,Apache License 2.0
loki,18093,2465,341,4824,Go,"['Go', 'Jsonnet', 'Makefile', 'Ruby', 'Shell', 'Smarty', 'HCL', 'Yacc', 'Dockerfile', 'Python']",4494.0,2018-04-16T09:22:48Z,GNU Affero General Public License v3.0
advanced-go-programming-book,18080,3098,556,374,Handlebars,"['Handlebars', 'JavaScript', 'Go', 'Makefile', 'CSS', 'Assembly']",1557.0,2017-12-31T10:59:21Z,"BSD 2-Clause ""Simplified"" License"
Masonry,18037,3172,727,140,Objective-C,"['Objective-C', 'Ruby', 'Shell']",406.0,2013-07-22T01:15:48Z,MIT License
CS-Interview-Knowledge-Map,18035,2603,701,96,,,630.0,2018-03-19T02:38:12Z,
